fid,id,location_srs,location_x,location_y,operator,elevation,slope,aspect,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,plot_file,lc,lc_label,quality,quality_label,X,Y,_mean,_Xmean,_Ymean,_coastalmean,_bluemean,_greenmean,_redmean,_NIRmean,_SWIR1mean,_SWIR2mean,_NDVImean,_IPVImean,_GRVImean
"372","371",EPSG:4326,30.889670102253,50.9729640928527,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,351839.862937959,5648938.48911264,27.25,351840,5648940,27.25,22.25,20.5,71,37.25,198.25,17.75,0.345864303410053,-0.308271385729313,-0.547830194234848
"373","372",EPSG:4326,30.7501877604942,50.9312122608073,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,341906.581578158,5644585.87004937,37.75,341910,5644590,37.75,34.25,35,58,60.5,207,46.5,0.51038970053196,0.0207794066518545,-0.247265800833702
"374","373",EPSG:4326,30.8037269470758,50.9172308036092,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,345622.094456681,5642917.95782613,29.6666666666667,345625,5642915,29.6666666666667,27,24.6666666666667,62.6666666666667,63,202.333333333333,36,0.501400570074717,0.00280112059166034,-0.434752285480499
"375","374",EPSG:4326,31.2058850797371,51.0980071705394,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,374377.401589502,5662254.5964218,34.3333333333333,374375,5662255,34.3333333333333,29.3333333333333,22.6666666666667,85.3333333333333,44.3333333333333,198,22.3333333333333,0.341493894656499,-0.317012210687002,-0.580347279707591
"376","375",EPSG:4326,30.8333287381238,51.214491660474,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,348675.330406506,5675908.39262378,28,348675,5675910,28,26,25,55,56,207,34,0.50446429848671,0.00892857182770967,-0.375
"377","376",EPSG:4326,30.9796799841123,51.1600843251697,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,358729.565431458,5669567.47349048,26.5,358740,5669565,26.5,24.5,19,76,45.5,200,22.5,0.374559506773949,-0.250880993902683,-0.599822610616684
"378","377",EPSG:4326,30.8433214977581,51.0861369427802,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,348954.603460253,5661616.10885642,31,348960,5661615,31,30,28.5,66.5,67.5,205,44,0.503620162606239,0.00724032334983349,-0.399999991059303
"379","378",EPSG:4326,31.1207449460538,51.1922438229446,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368684.131008689,5672881.89350962,27.5,368685,5672880,27.5,25.5,22,56,54,203,30.5,0.490909099578857,-0.0181818176060915,-0.435897439718246
"380","379",EPSG:4326,31.0750374588174,51.0920375465316,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,365198.888354947,5661822.28660103,24.5,365190,5661825,24.5,20,14,51,25.5,198,12,0.333390295505524,-0.333219408988953,-0.569128781557083
"381","380",EPSG:4326,31.1273638071139,51.0365489897193,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,368706.000991581,5655557.8473227,24.5,368700,5655555,24.5,20,14,53,26,197,11,0.329113930463791,-0.341772139072418,-0.58208954334259
"382","381",EPSG:4326,31.2014398163947,51.1838915151206,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,374299.681323138,5671812.09045199,33.5,374310,5671815,33.5,32.5,27,129,59.5,197.5,35.5,0.315318360924721,-0.369363278150558,-0.655197948217392
"383","382",EPSG:4326,31.0048611060349,51.1894233493608,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,360578.733670365,5672781.68605851,33.6666666666667,360575,5672785,33.6666666666667,30.3333333333333,26.3333333333333,66.6666666666667,52.3333333333333,201,25.6666666666667,0.439796874920527,-0.120406242708365,-0.434338718652725
"384","383",EPSG:4326,30.7514184468768,50.9709819498049,Matsala,"0","0","0",true,"2019","5","25",Points.csv,other,other,2010-2011,2010-2011,342127.889989767,5649005.03548197,34.3333333333333,342125,5649005,34.3333333333333,34.6666666666667,34.6666666666667,63.3333333333333,55.6666666666667,201.666666666667,38.6666666666667,0.466739555199941,-0.0665208833913008,-0.291576981544495
"385","384",EPSG:4326,30.9878498695167,50.9933788660063,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,358794.142181211,5651015.68691337,28.6666666666667,358795,5651015,28.6666666666667,25,21.6666666666667,54.6666666666667,53.3333333333333,204.333333333333,31.3333333333333,0.493683725595474,-0.0126325413584709,-0.431974808375041
"386","385",EPSG:4326,30.9043155022425,51.0043222762207,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,352967.116968797,5652395.81962496,27.5,352965,5652390,27.5,24.5,18.5,72,50,199,25.5,0.409882351756096,-0.180235296487808,-0.59115344285965
"387","386",EPSG:4326,30.9438577323004,50.9051076847547,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,355433.551182343,5641286.18138997,29,355435,5641285,29,26.3333333333333,25,61,53.6666666666667,200,32.3333333333333,0.467960049708684,-0.064079908033212,-0.418732533852259
"388","387",EPSG:4326,31.1674110537035,51.0715918334673,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371610.548039101,5659383.75243273,40,371610,5659380,40,39.75,37.25,83.5,76.75,202,46.5,0.478965140879154,-0.0420697163790464,-0.382887005805969
"389","388",EPSG:4326,30.7869309822838,50.9928061574589,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,344693.811350889,5651356.1448002,28.5,344700,5651355,28.5,26,24,70,62,204.5,38,0.469919636845589,-0.0601607346907258,-0.488841041922569
"390","389",EPSG:4326,30.8183726911865,51.0667171829182,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,347143.467868777,5659508.34967247,27,347145,5659500,27,22,19,49.5,31.5,200,19.5,0.386977881193161,-0.226044222712517,-0.446703761816025
"391","390",EPSG:4326,30.9959514300746,51.2279072681733,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,360072.883048645,5677077.77277126,28,360075,5677080,28,27,20.5,83.5,58,200,29,0.409897074103355,-0.180205836892128,-0.605640321969986
"392","391",EPSG:4326,30.9298720068552,51.0141647893125,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,354790.74049,5653439.51983072,27,354795,5653440,27,20,15,51.5,26,199,12,0.335497841238976,-0.32900433242321,-0.548846691846848
"393","392",EPSG:4326,31.1006003593431,51.191104788789,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,367273.33332793,5672791.42001793,25,367275,5672790,25,20,14,53,30.5,197,14.5,0.365058854222298,-0.269882291555405,-0.581996440887451
"394","393",EPSG:4326,31.0669281126545,50.9269911003799,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,364149.630141527,5643485.51782484,27.3333333333333,364145,5643485,27.3333333333333,22.6666666666667,18.3333333333333,80.3333333333333,46,195.333333333333,23,0.364432136217753,-0.271135737498601,-0.627990384896596
"395","394",EPSG:4326,30.8998062110604,51.1435640095749,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,353092.468652241,5667887.04792874,24.5,353100,5667885,24.5,21.5,15.5,71,40.5,196,20,0.363215893507004,-0.273568212985992,-0.641673356294632
"396","395",EPSG:4326,31.0496305302705,50.975624099993,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,363077.113057693,5648924.99443135,29.5509569832192,363077.480264342,5648924.99344958,29.5509569832192,25.4127540565481,24.9561882540254,49.2354967476878,63.2445520975642,206.19831526977,43.1266640182381,0.562415706291523,0.124831379463168,-0.326669309060529
"397","396",EPSG:4326,31.1670002744589,51.2333199849422,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,372029.993614696,5677367.76748086,27,372030,5677365,27,21,14.5,86,39,197,15,0.311987698078156,-0.376024588942528,-0.711511790752411
"398","397",EPSG:4326,30.925478092401,51.1621799429398,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,354946.432202215,5669906.01374273,26,354945,5669910,26,22.5,17.5,51.5,40,200,22.5,0.437171518802643,-0.125656951218843,-0.492753624916077
"399","398",EPSG:4326,31.0281427330508,51.0057130668062,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,361658.219516815,5652310.71131805,28.3333333333333,361655,5652305,28.3333333333333,27.6666666666667,25.3333333333333,67.3333333333333,53.6666666666667,202,32,0.443523536125819,-0.112952925264835,-0.453284005324046
"400","399",EPSG:4326,30.8355229095519,51.0376368639531,Matsala,"0","0","0",true,"2019","5","25",Points.csv,bog,bog,2010-2011,2010-2011,348249.941485016,5656239.49681978,27.3333333333333,348245,5656235,27.3333333333333,25,18,85,42,195.666666666667,19.6666666666667,0.330596586068471,-0.338806807994843,-0.650420188903809
"401","400",EPSG:4326,30.9623054223126,50.9313543883345,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,356811.087466797,5644168.52057653,27.5,356805,5644170,27.5,24.5,20,88.5,56,199,31.5,0.387060463428497,-0.225879088044167,-0.63115867972374
"402","401",EPSG:4326,31.1461956977827,51.0212974599823,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369983.569487052,5653828.60136809,32.5,369990,5653830,32.5,30.75,30.75,68.5,71.75,203.75,49.5,0.511747293174267,0.0234946035780013,-0.380527839064598
"403","402",EPSG:4326,30.951165135816,51.0789016130628,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,356484.466312946,5660595.85027699,27,356490,5660595,27,24.5,19,69.5,47,198.5,23,0.403440907597542,-0.193118184804916,-0.570607751607895
"404","403",EPSG:4326,30.7654842086996,51.0877730111311,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,343509.275725823,5661960.62607805,25,343515,5661960,25,20,13.5,84,38,196,14.5,0.311424732208252,-0.377150535583496,-0.723169207572937
"405","404",EPSG:4326,31.1224260184791,51.2089328685776,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368849.000219222,5674734.62735871,29,368850,5674740,29,25.5,22.75,59.5,52.25,201.25,30.75,0.46658580750227,-0.0668283831328154,-0.445793613791466
"406","405",EPSG:4326,30.9667763672217,51.1017519872691,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,357648.083700016,5663106.28414544,29,357645,5663100,29,24.5,17.5,91,44.5,197,19.5,0.328431382775307,-0.343137264251709,-0.67753991484642
"407","406",EPSG:4326,31.150308220084,51.1964601786285,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370761.55503106,5673298.33329895,27.3333333333333,370765,5673295,27.3333333333333,26,22.6666666666667,59,53.3333333333333,202,29.6666666666667,0.47476252913475,-0.0504749404887358,-0.444935838381449
"408","407",EPSG:4326,30.983951527995,50.9730369347112,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,358458.732791161,5648761.35857991,27.5,358455,5648760,27.5,24.5,19.5,56,48.5,204,29,0.464102566242218,-0.0717948749661446,-0.48350878059864
"409","408",EPSG:4326,30.8250977223267,50.9589572484173,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,347260.923966575,5647512.864342,29,347250,5647515,29,26,23.5,57.5,55.5,206,34,0.491069331765175,-0.0178613397292793,-0.419817075133324
"410","409",EPSG:4326,31.2000980048257,51.1055223024785,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373992.6597715,5663100.12809059,34.5,373995,5663100,34.5,32.5,30,82.5,63,202,40.5,0.432578697800636,-0.134842611849308,-0.467045992612839
"411","410",EPSG:4326,31.186310986742,50.9430950604912,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372582.924505807,5645063.10709117,32,372585,5645070,32,29,29,67.5,63.5,199.5,51,0.484790205955505,-0.0304195811040699,-0.398840203881264
"412","411",EPSG:4326,31.1312280802747,51.1109491335099,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369186.899704874,5663823.7266314,27.6666666666667,369185,5663825,27.6666666666667,24.3333333333333,22.6666666666667,52.6666666666667,60,206,36.3333333333333,0.532530883948008,0.0650618014236291,-0.398245612780253
"413","412",EPSG:4326,30.8031914985639,50.972066297634,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,345766.078402843,5649016.01385224,28.3241603633228,345766.267821955,5649016.19201038,28.3241603633228,26.0130436755247,21.0217818187619,80.4057367330885,52.3238475277281,199.813062353842,26.6467602023892,0.394015781583339,-0.21196844936416,-0.585511793479218
"414","413",EPSG:4326,30.8063579030615,50.9828202447962,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,346023.946265711,5650205.08850462,31.3333333333333,346025,5650205,31.3333333333333,30.6666666666667,31.6666666666667,81.6666666666667,69.6666666666667,201,46.6666666666667,0.46038011709849,-0.0792397658030192,-0.441172063350677
"415","414",EPSG:4326,30.9812130213787,50.9233213762548,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,358115.170051969,5643238.81567695,28.25,358110,5643240,28.25,24,23,54,49.75,204,30.75,0.479180514812469,-0.0416389745660126,-0.402817040681839
"416","415",EPSG:4326,31.013725388078,50.9854709884406,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,360586.151725998,5650087.16035005,29,360585,5650080,29,23,17.5,55,26,198,12,0.321161195635796,-0.35767762362957,-0.516781091690063
"417","416",EPSG:4326,30.8202088275964,51.0367136550133,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,347173.350984827,5656168.50869123,27,347175,5656170,27,24.5,23,56,54.5,205,36.5,0.493202298879623,-0.0135954134166241,-0.417721509933472
"418","417",EPSG:4326,30.822960485372,50.9506594695799,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,347083.605870012,5646594.69322725,33,347085,5646600,33,30,27.5,79,68.5,201,39.5,0.464558243751526,-0.0708835162222385,-0.483062818646431
"419","418",EPSG:4326,31.1613364050727,51.0493589552882,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371123.267405449,5656922.22276497,36.3333333333333,371125,5656925,36.3333333333333,35.3333333333333,35,84,74,204,54,0.46843362847964,-0.0631327616671721,-0.411339332660039
"420","419",EPSG:4326,30.8787506158829,51.1477910290896,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351633.339148622,5668399.31848443,25.5,351630,5668395,25.5,20,16,48.5,25.5,197,11.5,0.345029234886169,-0.309941530227661,-0.503129497170448
"421","420",EPSG:4326,31.0560447806331,51.1185383033767,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,363946.819106968,5664803.9203295,30.5,363945,5664810,30.5,28,23.5,55,57,202,36,0.509054630994797,0.0181092941202223,-0.401788607239723
"422","421",EPSG:4326,31.141826500143,50.9734629616339,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369543.062325155,5648517.5247177,32.5,369540,5648520,32.5,30.75,26.25,87.75,61.75,200.5,52.75,0.413485951721668,-0.173028089106083,-0.539381667971611
"423","422",EPSG:4326,31.0879344547461,51.1212315665666,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,366186.314033602,5665044.91087627,27.6666666666667,366185,5665045,27.6666666666667,22,18,49.6666666666667,26.3333333333333,195.333333333333,14.3333333333333,0.346415281295776,-0.307169437408447,-0.467954347531001
"424","423",EPSG:4326,31.2025599840642,50.9460180973343,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,373732.308259777,5645360.18241099,26,373735,5645365,26,21,14.3333333333333,88.6666666666667,39,195.666666666667,15.3333333333333,0.305574844280879,-0.388850301504135,-0.721206446488698
"425","424",EPSG:4326,30.8782669466879,51.1605452846689,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351640.43321318,5669818.44668426,25.5,351645,5669820,25.5,18.5,14.5,48,25.5,197.5,12,0.347108975052834,-0.305782049894333,-0.535897463560104
"426","425",EPSG:4326,31.1855614337921,51.0206278462541,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372742.454988905,5653685.42106618,28,372745,5653685,28,25.3333333333333,18.3333333333333,97,59.3333333333333,199,26.6666666666667,0.37949342528979,-0.24101314942042,-0.682030936082204
"427","426",EPSG:4326,31.1199520988586,51.0169109323398,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368130.667375743,5653387.49148648,26.6666666666667,368135,5653385,26.6666666666667,24.3333333333333,19.3333333333333,67.6666666666667,50,200.333333333333,25.3333333333333,0.424908429384232,-0.150183156132698,-0.555555562178294
"428","427",EPSG:4326,30.9228445649113,51.1229851354996,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,354639.222645365,5665553.10198897,26.3333333333333,354635,5665555,26.3333333333333,24,17.3333333333333,82.6666666666667,45,200.666666666667,21.3333333333333,0.352505743503571,-0.294988512992859,-0.653177301088969
"429","428",EPSG:4326,30.9821961682345,51.1437438376,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,358855.63868882,5667745.71051805,29.3333333333333,358855,5667745,29.3333333333333,25,18.3333333333333,87.3333333333333,41,196,17.3333333333333,0.319455573956172,-0.361088871955872,-0.653027772903442
"430","429",EPSG:4326,30.9840852942851,51.1631210503784,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,359046.836363258,5669896.67985472,27.5,359040,5669895,27.5,24.5,19.5,64.5,47,198.5,25,0.421573370695114,-0.156853280961514,-0.535506755113602
